序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
452	0-57F7		執		349843	4.43573	65.17126	0303	土	8
453	0-8868		表		348762	4.42202	65.21548	0628	衣	7
454	0-6B4C		歌		346865	4.39797	65.25946	0416	欠	10
455	0-89E3		解		345416	4.3796	65.30325	0702	角	6
456	0-76DB		盛		344897	4.37302	65.34698	0514	皿	6
457	0-7559		留		344542	4.36852	65.39067	0508	田	5
458	0-9109		鄉		342110	4.33768	65.43404	0717	邑	9
459	0-5BA4		室		341574	4.33089	65.47735	0311	宀	6
460	0-661F		星		341028	4.32396	65.52059	0412	日	5
461	0-694A		楊		340452	4.31666	65.56376	0415	木	9
462	0-60E1		惡		340175	4.31315	65.60689	0401	心	8
463	0-624D		才		339128	4.29987	65.64989	0404	手	0
464	0-9001		送		338588	4.29303	65.69282	0716	辵	6
465	0-5171		共		336936	4.27208	65.73554	0206	八	4
466	0-5F92		徒		336687	4.26892	65.77823	0331	彳	7
467	0-9748		靈		336517	4.26677	65.8209	0807	雨	16
468	0-516E		兮		335524	4.25418	65.86344	0206	八	2
469	0-9806		順		334771	4.24463	65.90588	0906	頁	3
470	0-624B		手		334763	4.24453	65.94833	0404	手	0
471	0-5100		儀		331493	4.20307	65.99036	0203	人	13
472	0-907A		遺		331313	4.20078	66.03237	0716	辵	12
473	0-6563		散		330946	4.19613	66.07433	0406	攴	8
474	0-4F3C		似		330323	4.18823	66.11621	0203	人	4
475	0-6E56		湖		329962	4.18366	66.15805	0425	水	9
476	0-8077		職		329896	4.18282	66.19988	0611	耳	12
477	0-9AD8		高		329176	4.17369	66.24161	1003	高	0
478	0-6FDF		濟		329154	4.17341	66.28335	0425	水	14
479	0-544A		告		329054	4.17214	66.32507	0301	口	4
480	0-5F62		形		327345	4.15047	66.36657	0330	彡	4
481	0-843D		落		326959	4.14558	66.40803	0623	艸	9
482	0-8996		視		326778	4.14328	66.44946	0701	見	4
483	0-5C0A		尊		326518	4.13999	66.49086	0312	寸	9
484	0-7D00		紀		326255	4.13665	66.53223	0603	糸	3
485	0-826F		良		325494	4.127	66.5735	0621	艮	1
486	0-5099		備		324990	4.12061	66.61471	0203	人	10
487	0-5EB7		康		324656	4.11638	66.65587	0324	广	8
488	0-5B58		存		324386	4.11296	66.697	0310	子	3
489	0-4FF1		俱		323904	4.10684	66.73807	0203	人	8
490	0-6539		改		323251	4.09856	66.77905	0406	攴	3
491	0-6027		性		322289	4.08637	66.81992	0401	心	5
492	0-81FA		臺		322139	4.08447	66.86076	0616	至	8
493	0-767B		登		321841	4.08069	66.90157	0511	癶	7
494	0-6230		戰		321239	4.07305	66.9423	0402	戈	12
495	0-737B		獻		320461	4.06319	66.98293	0434	犬	16
496	0-9664		除		320283	4.06093	67.02354	0804	阜	7
497	0-5E8F		序		320272	4.06079	67.06415	0324	广	4
498	0-5BE7		寧		320148	4.05922	67.10474	0311	宀	11
499	0-4EA1		亡		319577	4.05198	67.14526	0202	亠	1
500	0-865F		號		318628	4.03995	67.18566	0624	虍	5
501	0-4F46		但		317522	4.02593	67.22592	0203	人	5
502	0-66F2		曲		317415	4.02457	67.26616	0413	曰	2
503	0-9077		遷		316427	4.01204	67.30628	0716	辵	12
504	0-656C		敬		315602	4.00158	67.3463	0406	攴	8
505	0-885B		衛		315396	3.99897	67.38629	0627	行	12
506	0-8981		要		314836	3.99187	67.42621	0629	襾	3
507	0-6BBF		殿		314057	3.98199	67.46603	0419	殳	9
508	0-8A08		計		313944	3.98056	67.50583	0703	言	2
509	0-6BD4		比		313428	3.97402	67.54557	0421	比	0
510	0-6388		授		312594	3.96344	67.58521	0404	手	8
511	0-4F0F		伏		312142	3.95771	67.62479	0203	人	4
512	0-5409		吉		312010	3.95604	67.66435	0301	口	3
513	0-6EFF		滿		311839	3.95387	67.70388	0425	水	11
514	0-7CBE		精		311467	3.94915	67.74338	0602	米	8
515	0-8AA0		誠		310056	3.93126	67.78269	0703	言	6
516	0-4E01		丁		308842	3.91587	67.82185	0101	一	1
517	0-8AAA		說		308122	3.90674	67.86092	0703	言	7
518	0-517C		兼		306624	3.88775	67.89979	0206	八	8
519	0-96A8		隨		306326	3.88397	67.93863	0804	阜	12
520	0-9B6F		魯		305982	3.87961	67.97743	1101	魚	4
521	0-6BCF		每		305649	3.87539	68.01618	0420	毋	2
522	0-662D		昭		304418	3.85978	68.05478	0412	日	5
523	0-6307		指		304096	3.85569	68.09334	0404	手	6
524	0-6069		恩		304069	3.85535	68.13189	0401	心	6
525	0-7591		疑		304006	3.85455	68.17044	0509	疋	9
526	0-5E03		布		303328	3.84596	68.2089	0321	巾	2
527	0-4E45		久		303291	3.84549	68.24735	0104	丿	2
528	0-59D3		姓		301133	3.81813	68.28553	0309	女	5
529	0-5177		具		300775	3.81359	68.32367	0206	八	6
530	0-5433		吳		300449	3.80945	68.36176	0301	口	4
531	0-5BFA		寺		300439	3.80933	68.39986	0312	寸	3
532	0-6CC9		泉		300299	3.80755	68.43793	0425	水	5
533	0-984C		題		299481	3.79718	68.4759	0906	頁	9
534	0-8A2D		設		299431	3.79655	68.51387	0703	言	4
535	0-518D		再		299286	3.79471	68.55182	0207	冂	5
536	0-98F2		飲		299245	3.79419	68.58976	0909	食	4
537	0-8449		葉		299164	3.79316	68.62769	0623	艸	9
538	0-7279		特		298498	3.78472	68.66554	0433	牛	6
539	0-5DE5		工		298319	3.78245	68.70336	0319	工	0
540	0-756B		畫		297225	3.76858	68.74105	0508	田	7
541	0-8F15		輕		297160	3.76775	68.77872	0713	車	7
542	0-5C3A		尺		295902	3.7518	68.81624	0315	尸	1
543	0-696D		業		295810	3.75063	68.85375	0415	木	9
544	0-5217		列		295750	3.74987	68.89125	0212	刀	4
545	0-7FA3		羣		295307	3.74426	68.92869	0606	羊	7
546	0-5F85		待		294570	3.73491	68.96604	0331	彳	6
547	0-96E2		離		293751	3.72453	69.00328	0806	隹	10
548	0-4FD7		俗		293736	3.72434	69.04053	0203	人	7
549	0-672B		末		293495	3.72128	69.07774	0415	木	1
550	0-4E88		予		292529	3.70903	69.11483	0106	亅	3
551	0-65AF		斯		291869	3.70067	69.15184	0409	斤	8
552	0-53E5		句		291362	3.69424	69.18878	0301	口	2
553	0-75BE		疾		290408	3.68214	69.2256	0510	疒	5
554	0-7F8E		美		288426	3.65701	69.26217	0606	羊	3
555	0-9023		連		287463	3.6448	69.29862	0716	辵	7
556	0-7AF9		竹		286359	3.6308	69.33493	0601	竹	0
557	0-798F		福		286058	3.62699	69.3712	0519	示	9
558	0-5B5F		孟		285657	3.6219	69.40742	0310	子	5
559	0-67D0		某		285636	3.62164	69.44363	0415	木	5
560	0-8B1D		謝		285571	3.62081	69.47984	0703	言	10
561	0-5F7C		彼		285510	3.62004	69.51604	0331	彳	5
562	0-9762		面		284932	3.61271	69.55217	0901	面	0
563	0-758F		疏		284778	3.61076	69.58828	0509	疋	7
564	0-9B5A		魚		283981	3.60065	69.62428	1101	魚	0
565	0-611B		愛		283627	3.59616	69.66024	0401	心	9
566	0-985E		類		282479	3.58161	69.69606	0906	頁	10
567	0-80E1		胡		282444	3.58116	69.73187	0613	肉	5
568	0-514B		克		282355	3.58004	69.76767	0204	儿	5
569	0-8B80		讀		282286	3.57916	69.80346	0703	言	15
570	0-76E3		監		281562	3.56998	69.83916	0514	皿	9
571	0-5347		升		281114	3.5643	69.87481	0218	十	3
572	0-9047		遇		280970	3.56248	69.91043	0716	辵	9
573	0-5F90		徐		280296	3.55393	69.94597	0331	彳	7
574	0-990A		養		279674	3.54604	69.98143	0909	食	5
575	0-8F49		轉		279529	3.5442	70.01687	0713	車	11
576	0-5178		典		278682	3.53347	70.05221	0206	八	6
577	0-5C31		就		278127	3.52643	70.08747	0314	尢	9
578	0-4E39		丹		278034	3.52525	70.12272	0103	丶	3
579	0-660C		昌		277932	3.52396	70.15796	0412	日	4
580	0-675C		杜		277675	3.5207	70.19317	0415	木	3
581	0-97D3		韓		276665	3.50789	70.22825	0903	韋	8
582	0-9091		邑		276354	3.50395	70.26329	0717	邑	0
583	0-7E3D		總		276266	3.50283	70.29832	0603	糸	11
584	0-7387		率		275880	3.49794	70.3333	0501	玄	9
585	0-904B		運		275031	3.48717	70.36817	0716	辵	9
586	0-5831		報		274855	3.48494	70.40302	0303	土	9
587	0-4FDD		保		274597	3.48167	70.43783	0203	人	7
588	0-559C		喜		271847	3.4468	70.4723	0301	口	9
589	0-5EF7		廷		270796	3.43348	70.50664	0325	廴	4
590	0-4F10		伐		270543	3.43027	70.54094	0203	人	4
591	0-6614		昔		270503	3.42976	70.57524	0412	日	4
592	0-51AC		冬		270347	3.42778	70.60952	0209	冫	2
593	0-6A39		樹		269420	3.41603	70.64368	0415	木	12
594	0-7940		祀		269232	3.41365	70.67781	0519	示	3
595	0-5BDF		察		268981	3.41046	70.71192	0311	宀	11
596	0-9000		退		268755	3.4076	70.74599	0716	辵	6
597	0-5937		夷		268649	3.40626	70.78006	0308	大	3
598	0-91CE		野		268390	3.40297	70.81409	0720	里	4
599	0-5A66		婦		267833	3.39591	70.84804	0309	女	8
600	0-4ED6		他		264401	3.35239	70.88157	0203	人	3
601	0-7BA1		管		264017	3.34753	70.91504	0601	竹	8
602	0-6176		慶		263804	3.34482	70.94849	0401	心	12
603	0-5211		刑		262573	3.32922	70.98178	0212	刀	4
604	0-91CB		釋		261754	3.31883	71.01497	0719	釆	13
605	0-64AB		撫		261505	3.31567	71.04813	0404	手	12
606	0-7BC7		篇		261108	3.31064	71.08124	0601	竹	9
607	0-539A		厚		260589	3.30406	71.11428	0221	厂	7
608	0-8B58		識		260146	3.29844	71.14726	0703	言	12
609	0-9818		領		260113	3.29803	71.18024	0906	頁	5
610	0-84CB		蓋		259895	3.29526	71.21319	0623	艸	10
611	0-53D4		叔		259417	3.2892	71.24609	0223	又	6
612	0-6050		恐		258648	3.27945	71.27888	0401	心	6
613	0-5EE2		廢		258454	3.27699	71.31165	0324	广	12
614	0-9867		顧		258327	3.27538	71.3444	0906	頁	12
615	0-53EC		召		258092	3.2724	71.37713	0301	口	2
616	0-671F		期		257107	3.25991	71.40973	0414	月	8
617	0-8AB0		誰		257078	3.25954	71.44232	0703	言	8
618	0-93AE		鎮		256987	3.25839	71.47491	0801	金	10
619	0-4F9D		依		256708	3.25485	71.50745	0203	人	6
620	0-6FA4		澤		256532	3.25262	71.53998	0425	水	13
621	0-7A4D		積		255967	3.24546	71.57244	0521	禾	11
622	0-6EAA		溪		255579	3.24054	71.60484	0425	水	10
623	0-88DC		補		255374	3.23794	71.63722	0628	衣	7
624	0-7D20		素		255334	3.23743	71.66959	0603	糸	4
625	0-6C5D		汝		254547	3.22745	71.70187	0425	水	3
626	0-5EF6		延		254487	3.22669	71.73414	0325	廴	4
627	0-71D5		燕		253332	3.21205	71.76626	0426	火	12
628	0-5FAE		微		253326	3.21197	71.79838	0331	彳	10
629	0-5E78		幸		253313	3.21181	71.83049	0322	干	5
630	0-7AAE		窮		253182	3.21015	71.8626	0522	穴	10
631	0-96EA		雪		252633	3.20318	71.89463	0807	雨	3
632	0-7533		申		252000	3.19516	71.92658	0508	田	0
633	0-96C5		雅		251922	3.19417	71.95852	0806	隹	4
634	0-5DF3		巳		251858	3.19336	71.99045	0320	己	0
635	0-5D07		崇		251757	3.19208	72.02238	0317	山	8
636	0-5144		兄		251070	3.18337	72.05421	0204	儿	3
637	0-6237		户		251022	3.18276	72.08604	0403	戶	0
638	0-5230		到		250890	3.18109	72.11785	0212	刀	6
639	0-5668		器		250861	3.18072	72.14965	0301	口	13
640	0-8607		蘇		250698	3.17865	72.18144	0623	艸	16
641	0-5E7E		幾		249754	3.16668	72.21311	0323	幺	9
642	0-611F		感		249636	3.16519	72.24476	0401	心	9
643	0-4E1E		丞		249351	3.16157	72.27638	0101	一	5
644	0-85CF		藏		248859	3.15533	72.30793	0623	艸	14
645	0-6E6F		湯		248511	3.15092	72.33944	0425	水	9
646	0-8B00		謀		248495	3.15072	72.37094	0703	言	9
647	0-9808		須		248344	3.1488	72.40243	0906	頁	3
648	0-547C		呼		248125	3.14603	72.43389	0301	口	5
649	0-4EAD		亭		247532	3.13851	72.46528	0202	亠	7
650	0-8D8A		越		247207	3.13439	72.49662	0710	走	5
651	0-4ED9		仙		247095	3.13297	72.52795	0203	人	3
652	0-5C04		射		246756	3.12867	72.55924	0312	寸	7
653	0-50B7		傷		245692	3.11518	72.59039	0203	人	11
654	0-4F59		余		245648	3.11462	72.62154	0203	人	5
655	0-71DF		營		245304	3.11026	72.65264	0426	火	12
656	0-6182		憂		245066	3.10724	72.68371	0401	心	11
657	0-7F85		羅		244581	3.10109	72.71472	0605	网	14
658	0-725B		牛		243309	3.08496	72.74557	0433	牛	0
659	0-64DA		據		243256	3.08429	72.77642	0404	手	13
660	0-95D5		闕		243141	3.08283	72.80724	0803	門	10
661	0-5A01		威		242694	3.07717	72.83802	0309	女	5
662	0-9678		陸		242654	3.07666	72.86878	0804	阜	8
663	0-606F		息		241347	3.06009	72.89938	0401	心	6
664	0-865A		虚		241345	3.06006	72.92998	0624	虍	5
665	0-52DE		勞		241280	3.05924	72.96058	0213	力	10
666	0-63A8		推		241262	3.05901	72.99117	0404	手	8
667	0-66F9		曹		241026	3.05602	73.02173	0413	曰	7
668	0-6DEE		淮		240811	3.05329	73.05226	0425	水	8
669	0-5EAD		庭		240431	3.04847	73.08274	0324	广	6
670	0-514D		免		240263	3.04634	73.11321	0204	儿	5
671	0-82E6		苦		239368	3.035	73.14356	0623	艸	5
672	0-56B4		嚴		239324	3.03444	73.1739	0301	口	16
673	0-79C1		私		239174	3.03254	73.20423	0521	禾	2
674	0-6557		敗		238754	3.02721	73.2345	0406	攴	7
675	0-7AEF		端		238737	3.02699	73.26477	0523	立	9
676	0-904A		遊		237865	3.01594	73.29493	0716	辵	9
677	0-7167		照		237617	3.01279	73.32506	0426	火	9
678	0-9332		録		237333	3.00919	73.35515	0801	金	8
679	0-5546		商		236586	2.99972	73.38515	0301	口	9
680	0-9662		院		236209	2.99494	73.41509	0804	阜	7
681	0-965B		陛		235990	2.99217	73.44502	0804	阜	7
682	0-5EB6		庶		235572	2.98687	73.47488	0324	广	8
683	0-54E1		員		234731	2.9762	73.50465	0301	口	7
684	0-7D66		給		234667	2.97539	73.5344	0603	糸	6
685	0-7834		破		233889	2.96553	73.56406	0518	石	5
686	0-51A0		冠		233677	2.96284	73.59368	0208	冖	7
687	0-53C3		參		233125	2.95584	73.62324	0222	厶	9
688	0-535A		博		231926	2.94064	73.65265	0218	十	10
689	0-65BD		施		231636	2.93696	73.68202	0410	方	5
690	0-9858		願		231545	2.93581	73.71138	0906	頁	10
691	0-5112		儒		231279	2.93243	73.7407	0203	人	14
692	0-6301		持		231270	2.93232	73.77002	0404	手	6
693	0-8C9E		貞		231264	2.93224	73.79935	0708	貝	2
694	0-908A		邊		230344	2.92058	73.82855	0716	辵	15
695	0-9644		附		229759	2.91316	73.85768	0804	阜	5
696	0-8D64		赤		228492	2.8971	73.88666	0709	赤	0
697	0-5C06		将		227877	2.8893	73.91555	0312	寸	6
698	0-85E5		藥		227814	2.8885	73.94443	0623	艸	15
699	0-6B0A		權		226878	2.87663	73.9732	0415	木	17
700	0-677E		松		226842	2.87618	74.00196	0415	木	4
701	0-6A13		樓		226786	2.87547	74.03072	0415	木	11
702	0-8ABF		調		225909	2.86435	74.05936	0703	言	8
703	0-6C60		池		225761	2.86247	74.08798	0425	水	3
704	0-5BB3		害		224636	2.84821	74.11647	0311	宀	7
705	0-5DF1		己		224520	2.84673	74.14493	0320	己	0
706	0-95A3		閣		223971	2.83977	74.17333	0803	門	6
707	0-52E2		勢		223920	2.83913	74.20172	0213	力	11
708	0-9CE5		鳥		223850	2.83824	74.2301	1102	鳥	0
709	0-821F		舟		222978	2.82718	74.25838	0620	舟	0
710	0-79FB		移		222951	2.82684	74.28665	0521	禾	6
711	0-6C99		沙		222439	2.82035	74.31485	0425	水	4
712	0-5E7D		幽		221962	2.8143	74.34299	0323	幺	6
713	0-7E7C		繼		221604	2.80976	74.37109	0603	糸	14
714	0-7D50		結		221535	2.80889	74.39918	0603	糸	6
715	0-5BF8		寸		221516	2.80865	74.42726	0312	寸	0
716	0-5922		夢		221508	2.80854	74.45535	0307	夕	10
717	0-7C21		簡		221334	2.80634	74.48341	0601	竹	12
718	0-5DEE		差		221121	2.80364	74.51145	0319	工	6
719	0-8A73		詳		220106	2.79077	74.53936	0703	言	6
720	0-8FB0		辰		220080	2.79044	74.56726	0715	辰	0
721	0-7D71		統		219963	2.78896	74.59515	0603	糸	6
722	0-9280		銀		219054	2.77743	74.62293	0801	金	6
723	0-9054		達		219051	2.77739	74.6507	0716	辵	9
724	0-4ECD		仍		218879	2.77521	74.67845	0203	人	2
725	0-7D05		紅		218596	2.77162	74.70617	0603	糸	3
726	0-76D6		盖		217827	2.76187	74.73379	0514	皿	6
727	0-865E		虞		216495	2.74498	74.76124	0624	虍	7
728	0-653B		攻		216365	2.74334	74.78867	0406	攴	3
729	0-61D0		懐		216270	2.74213	74.81609	0401	心	13
730	0-7518		甘		216229	2.74161	74.84351	0505	甘	0
731	0-679C		果		216121	2.74024	74.87091	0415	木	4
732	0-7D0D		納		215919	2.73768	74.89829	0603	糸	4
733	0-9A0E		騎		215902	2.73747	74.92566	1001	馬	8
734	0-52D9		務		215659	2.73438	74.953	0213	力	5
735	0-9020		造		215605	2.7337	74.98034	0716	辵	7
736	0-88AB		被		215271	2.72946	75.00764	0628	衣	5
737	0-4F11		休		215253	2.72924	75.03493	0203	人	4
738	0-7B46		筆		214052	2.71401	75.06207	0601	竹	6
739	0-9069		適		213737	2.71001	75.08917	0716	辵	11
740	0-6025		急		213665	2.7091	75.11626	0401	心	5
741	0-864E		虎		213238	2.70369	75.1433	0624	虍	0
742	0-8D08		贈		212097	2.68922	75.17019	0708	貝	12
743	0-7763		督		211689	2.68405	75.19703	0515	目	8
744	0-54B8		咸		211612	2.68307	75.22386	0301	口	5
745	0-53CB		友		211096	2.67653	75.25063	0223	又	2
746	0-89D2		角		210730	2.67189	75.27734	0702	角	0
747	0-807D		聽		210195	2.6651	75.304	0611	耳	16
748	0-5E76		并		210045	2.6632	75.33063	0322	干	4
749	0-6848		案		209815	2.66029	75.35723	0415	木	6
750	0-8B39		謹		209815	2.66029	75.38383	0703	言	11
751	0-65B7		斷		209087	2.65106	75.41034	0409	斤	14
752	0-6765		来		208957	2.64941	75.43684	0415	木	6
753	0-6D6E		浮		208945	2.64926	75.46333	0425	水	7
754	0-5BBF		宿		208797	2.64738	75.4898	0311	宀	8
755	0-6536		收		207809	2.63485	75.51615	0406	攴	2
756	0-5C09		尉		207735	2.63391	75.54249	0312	寸	8
757	0-5FFD		忽		207646	2.63279	75.56882	0401	心	4
758	0-8A5E		詞		206870	2.62295	75.59505	0703	言	5
759	0-5BF3		寳		206810	2.62219	75.62127	0311	宀	16
760	0-9078		選		206507	2.61834	75.64745	0716	辵	12
761	0-7981		禁		205875	2.61033	75.67356	0519	示	8
762	0-7AD2		竒		205474	2.60525	75.69961	0523	立	4
763	0-5B63		季		204896	2.59792	75.72559	0310	子	5
764	0-5B64		孤		204769	2.59631	75.75155	0310	子	5
765	0-7235		爵		204769	2.59631	75.77752	0427	爪	13
766	0-820D		舍		204407	2.59172	75.80343	0618	舌	2
767	0-5366		卦		204347	2.59096	75.82934	0219	卜	6
768	0-90AA		邪		203965	2.58611	75.8552	0717	邑	4
769	0-8C37		谷		203573	2.58114	75.88102	0704	谷	0
770	0-5F81		征		203270	2.5773	75.90679	0331	彳	5
771	0-5152		兒		203109	2.57526	75.93254	0204	儿	6
772	0-6E29		温		202710	2.5702	75.95824	0425	水	9
773	0-7F77		罷		202334	2.56543	75.9839	0605	网	10
774	0-5C0B		尋		202319	2.56524	76.00955	0312	寸	9
775	0-6B3D		欽		202299	2.56499	76.0352	0416	欠	8
776	0-6821		校		201901	2.55994	76.0608	0415	木	6
777	0-4E57		乗		200949	2.54787	76.08628	0104	丿	8
778	0-6E90		源		200601	2.54346	76.11171	0425	水	10
779	0-7D30		細		200587	2.54328	76.13715	0603	糸	5
780	0-5F8B		律		200479	2.54191	76.16256	0331	彳	6
781	0-90ED		郭		200212	2.53853	76.18795	0717	邑	8
782	0-8CA2		貢		200027	2.53618	76.21331	0708	貝	3
783	0-606D		恭		199668	2.53163	76.23863	0401	心	6
784	0-7891		碑		199520	2.52975	76.26393	0518	石	8
785	0-6B74		歴		199252	2.52636	76.28919	0417	止	10
786	0-5C24		尤		199173	2.52535	76.31444	0314	尢	1
787	0-5FF5		念		199078	2.52415	76.33968	0401	心	4
788	0-70CF		烏		198947	2.52249	76.36491	0426	火	6
789	0-53AF		厯		198805	2.52069	76.39012	0221	厂	11
790	0-523B		刻		197790	2.50782	76.41519	0212	刀	6
791	0-5BB0		宰		197697	2.50664	76.44026	0311	宀	7
792	0-63DA		揚		197414	2.50305	76.46529	0404	手	9
793	0-64CA		擊		197298	2.50158	76.49031	0404	手	13
794	0-8462		葢		196659	2.49348	76.51524	0623	艸	9
795	0-8A66		試		196424	2.4905	76.54015	0703	言	6
796	0-50E7		僧		196384	2.48999	76.56505	0203	人	12
797	0-9CF4		鳴		195804	2.48264	76.58987	1102	鳥	3
798	0-754C		界		195075	2.4734	76.61461	0508	田	4
799	0-638C		掌		194973	2.4721	76.63933	0404	手	8
800	0-7A2E		種		194691	2.46853	76.66401	0521	禾	9
801	0-54C0		哀		194319	2.46381	76.68865	0301	口	6
802	0-7372		獲		193854	2.45791	76.71323	0434	犬	13
803	0-8FFD		追		193851	2.45788	76.73781	0716	辵	6
804	0-5782		垂		193451	2.4528	76.76234	0303	土	5
805	0-69AE		榮		193170	2.44924	76.78683	0415	木	10
806	0-7D2B		紫		192666	2.44285	76.81126	0603	糸	6
807	0-9732		露		192280	2.43796	76.83564	0807	雨	13
808	0-71B1		熱		191986	2.43423	76.85998	0426	火	11
809	0-5BCC		富		191930	2.43352	76.88431	0311	宀	9
810	0-8CDE		賞		191409	2.42691	76.90858	0708	貝	8
811	0-9686		隆		191150	2.42363	76.93282	0804	阜	9
812	0-4E08		丈		191034	2.42216	76.95704	0101	一	2
813	0-7D04		約		190574	2.41633	76.98121	0603	糸	3
814	0-82F1		英		190511	2.41553	77.00536	0623	艸	5
815	0-53EA		只		190343	2.4134	77.02949	0301	口	2
816	0-526F		副		190248	2.41219	77.05362	0212	刀	9
817	0-96DC		雜		189703	2.40528	77.07767	0806	隹	10
818	0-793A		示		188920	2.39535	77.10162	0519	示	0
819	0-6089		悉		188538	2.39051	77.12553	0401	心	7
820	0-6D2A		洪		188374	2.38843	77.14941	0425	水	6
821	0-60A3		患		187546	2.37793	77.17319	0401	心	7
822	0-5EAB		庫		187348	2.37542	77.19695	0324	广	7
823	0-5DFB		巻		187272	2.37446	77.22069	0320	己	6
824	0-525B		剛		186946	2.37033	77.24439	0212	刀	8
825	0-90CA		郊		186828	2.36883	77.26808	0717	邑	6
826	2-48E5	EA20	𤣥		186822	2.36875	77.29177	0501	玄	2
827	0-6CF0		泰		186752	2.36787	77.31545	0425	水	5
828	0-856D		蕭		186742	2.36774	77.33913	0623	艸	13
829	0-6298		折		186476	2.36437	77.36277	0404	手	4
830	0-8C50		豐		186122	2.35988	77.38637	0705	豆	11
831	0-76AE		皮		186058	2.35907	77.40996	0513	皮	0
832	0-8584		薄		186040	2.35884	77.43355	0623	艸	13
833	0-838A		莊		185677	2.35424	77.45709	0623	艸	7
834	0-8F9B		辛		185512	2.35214	77.48061	0714	辛	0
835	0-7B11		笑		185391	2.35061	77.50412	0601	竹	4
836	0-6BDB		毛		185335	2.3499	77.52762	0422	毛	0
837	0-5FD8		忘		184708	2.34195	77.55104	0401	心	3
838	0-8700		蜀		184673	2.34151	77.57445	0625	虫	8
839	0-55AA		喪		184643	2.34113	77.59786	0301	口	9
840	0-5BC4		寄		184344	2.33733	77.62124	0311	宀	8
841	0-64B0		撰		184005	2.33304	77.64457	0404	手	12
842	0-8840		血		182610	2.31535	77.66772	0626	血	0
843	0-5E36		帶		182598	2.3152	77.69087	0321	巾	8
844	0-4E5E		乞		182461	2.31346	77.71401	0105	乙	2
845	0-7F8A		羊		182353	2.31209	77.73713	0606	羊	0
846	0-7D2F		累		182312	2.31157	77.76024	0603	糸	5
847	0-9A5A		驚		182200	2.31015	77.78334	1001	馬	12
848	0-54C1		品		182176	2.30985	77.80644	0301	口	6
849	0-4E18		丘		181794	2.305	77.82949	0101	一	4
850	0-95D7		闗		181443	2.30055	77.8525	0803	門	10
851	0-8AED		諭		181145	2.29677	77.87547	0703	言	9
852	0-8CC7		資		181137	2.29667	77.89843	0708	貝	6
853	0-3AD6		㫖		181011	2.29508	77.92138	0412	日	3
854	0-6A4B		橋		180408	2.28743	77.94426	0415	木	12
855	0-6212		戒		179882	2.28076	77.96706	0402	戈	3
856	0-6715		朕		179817	2.27994	77.98986	0414	月	6
857	0-6A2A		横		179710	2.27858	78.01265	0415	木	11
858	0-6700		最		179397	2.27461	78.0354	0413	曰	8
859	0-5E25		帥		179223	2.2724	78.05812	0321	巾	6
860	0-5915		夕		179144	2.2714	78.08083	0307	夕	0
